100.882 2.7 0.606009 0.037
94.4271 3.51 0.597374 0.0451
89.5875 3.94 0.590912 0.0494
84.5714 4.62 0.584226 0.0562
79.5891 5.44 0.577596 0.0644
74.5881 6.42 0.570953 0.0742
69.5947 7.6 0.564331 0.086
64.5827 9.07 0.557696 0.1007
59.5783 10.9 0.551082 0.119
54.5814 13.08 0.54449 0.1408
49.592 15.87 0.537918 0.1687
44.5841 19.38 0.531333 0.2038
39.5837 23.8 0.524769 0.338
